date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:58	107120/107120	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2013:24:12%20GMT	https://www.composersunion.ge/siakhle/sulkhan-tsintsadze-95-gala-kontserti-da-videipilmis-chveneba.html	I:/OFFWeb/ComPII/ComP/siakhle/sulkhan-tsintsadze-95-gala-kontserti-da-videipilmis-chveneba.html	(from https://www.composersunion.ge/)
14:24:00	66589/66589	---MCZ	200	added ('OK')	image/jpeg	date:Sun,%2028%20Feb%202021%2018:58:36%20GMT	https://www.composersunion.ge/news/102_2020.10.06.jpg	I:/OFFWeb/ComPII/ComP/news/102_2020.10.06.jpg	(from https://www.composersunion.ge/)
14:24:01	107120/107120	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2013:24:14%20GMT	https://www.composersunion.ge/siakhle/tbilisshi-artos-baghs-gia-yanchelis-sakheli-mienicwa.html	I:/OFFWeb/ComPII/ComP/siakhle/tbilisshi-artos-baghs-gia-yanchelis-sakheli-mienicwa.html	(from https://www.composersunion.ge/)
14:24:02	300355/300355	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2027%20Feb%202021%2008:42:12%20GMT	https://www.composersunion.ge/news/101_2020.10.02.jpg	I:/OFFWeb/ComPII/ComP/news/101_2020.10.02.jpg	(from https://www.composersunion.ge/)
14:24:03	107120/107120	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2013:24:15%20GMT	https://www.composersunion.ge/siakhle/saportepiano-musikis-saghamo-saakhalwlo-shekhvedra.html	I:/OFFWeb/ComPII/ComP/siakhle/saportepiano-musikis-saghamo-saakhalwlo-shekhvedra.html	(from https://www.composersunion.ge/)
14:24:03	45170/45170	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2027%20Feb%202021%2008:38:27%20GMT	https://www.composersunion.ge/news/100_2019.12.27.jpg	I:/OFFWeb/ComPII/ComP/news/100_2019.12.27.jpg	(from https://www.composersunion.ge/)
14:24:04	108941/108941	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2013:24:17%20GMT	https://www.composersunion.ge/siakhle/kompozitor-kakha-tsabadzis-saiubileo-kontserti.html	I:/OFFWeb/ComPII/ComP/siakhle/kompozitor-kakha-tsabadzis-saiubileo-kontserti.html	(from https://www.composersunion.ge/)
14:24:05	132026/132026	---MCZ	200	added ('OK')	image/jpeg	date:Sat,%2027%20Feb%202021%2008:32:51%20GMT	https://www.composersunion.ge/news/99_2019.12.18.jpg	I:/OFFWeb/ComPII/ComP/news/99_2019.12.18.jpg	(from https://www.composersunion.ge/)
14:24:06	107120/107120	---MCZ	200	added ('OK')	text/html	date:Fri,%2025%20Feb%202022%2013:24:20%20GMT	https://www.composersunion.ge/siakhle/qartuli-kameruli-musikis-kontserti-1.html	I:/OFFWeb/ComPII/ComP/siakhle/qartuli-kameruli-musikis-kontserti-1.html	(from https://www.composersunion.ge/)
14:24:06	55968/55968	---M-Z	200	added ('OK')	image/jpeg	date:Sat,%2027%20Feb%202021%2008:22:00%20GMT	https://www.composersunion.ge/news/98_2019.12.16.jpg	I:/OFFWeb/ComPII/ComP/news/98_2019.12.16.jpg	(from https://www.composersunion.ge/)
